pre_training_trials.thisRepN,pre_training_trials.thisTrialN,pre_training_trials.thisN,pre_training_trials.thisIndex,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,skip_1.keys,skip_1.rt,skip_1.started,skip_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,9.48842150400742,None,space,1.9281270380015485,9.48842150400742,None,,,,,,,t,001,2022-07-07_13h08.26.056,FingerTracking,2022.1.4,60.06830114517949,
,,,,,,,,,,16.53691717100446,None,q,6.730350454003201,16.53691717100446,None,,,,,,,
